Complex,logFC,AveExpr,t,P.Value,adj.P.Val,B,Lineage
SETDB1-ATF7IP/KAP1,-0.03991116120404165,0.2953410291228548,-1.7198037247066111,0.0857578453703947,0.18155577294190492,-5.288600033547034,Colorectal Adenocarcinoma
SRCAP,-0.03397961911087521,0.8039866308943082,-2.754852868630621,0.005971646864844547,0.025801285849605712,-3.0134168085671216,Colorectal Adenocarcinoma
STAGA/TFTC,-0.017865920394207355,0.252413731020777,-1.896889789639492,0.05811202208051337,0.13151668155063553,-4.973382206628893,Colorectal Adenocarcinoma
SUV39H1/2-HP1,-0.0231892205186573,0.10173277260252934,-3.2059811880371547,0.0013859494561402521,0.008513689516290121,-1.6969646683321873,Colorectal Adenocarcinoma
WICH / B-WICH,0.06576881419248798,0.3771652369105695,2.4640618368104645,0.013893904436597085,0.04978649089780622,-3.757837030273404,Colorectal Adenocarcinoma
mSin3A/HDAC,-0.020061158307419794,0.30224111428184264,-2.32733262186482,0.020133708951283694,0.06183924892179992,-4.079516965805817,Colorectal Adenocarcinoma
ncBAF (non-canonical BAF / bBAF),-0.05295039442102035,0.35936621971996374,-3.930302831342339,9.029732547798943e-5,9.306315610887673e-4,0.8241736087622602,Colorectal Adenocarcinoma
Lineage,NA,NA,NA,NA,NA,NA,Cutaneous Squamous Cell Carcinoma
ACF,-0.01096556411095408,0.2940597214083108,-0.14545427839231476,0.8843796593420171,0.9837317914337957,-5.591868425747127,Cutaneous Squamous Cell Carcinoma
ATAC,-0.11012158326684351,0.2862401943992777,-1.9370547204532624,0.05300211595655544,0.5697727465329709,-3.9775728557156023,Cutaneous Squamous Cell Carcinoma
BAF (canonical/cBAF),-0.019048144166726948,0.28103164933152663,-0.5348646675616779,0.5928547604919958,0.9793648203586621,-5.477033799941852,Cutaneous Squamous Cell Carcinoma
BCOR complex,-0.041863280749338726,0.07688398925835595,-1.6404793005422664,0.10119994861506375,0.6723825127544593,-4.435988222951818,Cutaneous Squamous Cell Carcinoma
BRCA1-A,0.04063497792687906,0.23973389480036114,0.8381502929326611,0.4021338408534699,0.9793648203586621,-5.296597899829887,Cutaneous Squamous Cell Carcinoma
CAF-1,0.01705225174398424,0.9690249844625101,0.7656157956853621,0.4440740710399026,0.9793648203586621,-5.34699581894795,Cutaneous Squamous Cell Carcinoma
CHRAC,-0.06735252083858993,0.26206692106594376,-1.110036255036173,0.2672332751671562,0.8207879165848371,-5.067196967795213,Cutaneous Squamous Cell Carcinoma
DAXX-ATRX,-0.1449372598922447,0.25018074947967495,-1.5925332650859036,0.11156084891290452,0.6723825127544593,-4.503004592315834,Cutaneous Squamous Cell Carcinoma
DNMT1-UHRF1,0.03895835639903866,0.7253934436802176,0.3911960198150259,0.6957303816235998,0.9793648203586621,-5.534700320417906,Cutaneous Squamous Cell Carcinoma
Elongator,0.0031453637701081877,0.7476231388617897,0.039032166326790754,0.9688720381060565,0.9934599311451726,-5.600380095248742,Cutaneous Squamous Cell Carcinoma
FACT,0.009401236102555152,0.9846571827461597,0.6348595712957511,0.5256559570452388,0.9793648203586621,-5.426343358504365,Cutaneous Squamous Cell Carcinoma
G9a/GLP,0.0017794081378448821,0.1813339326617885,0.024849109406866177,0.9801799616094508,0.9934599311451726,-5.600772890815795,Cutaneous Squamous Cell Carcinoma
HAT1 complex,-0.00483252524507349,0.5070069141011739,-0.13552560289245627,0.8922218573469309,0.9837317914337957,-5.5930778580468905,Cutaneous Squamous Cell Carcinoma
HBO1,-0.01716418000745216,0.1272006936982836,-0.5246354210255347,0.5999455113833937,0.9793648203586621,-5.481731001962397,Cutaneous Squamous Cell Carcinoma
HIRA,-0.04625168711700992,0.42351438993766954,-0.7140186835093412,0.4753716437360842,0.9793648203586621,-5.3800746700988205,Cutaneous Squamous Cell Carcinoma
INO80,0.010151810955272244,0.6562516235772355,0.1951207907794211,0.8453355003396437,0.9837317914337957,-5.584535344279087,Cutaneous Squamous Cell Carcinoma
LSD1-CoREST,-0.04194912487449599,0.15410883043179746,-0.9990869104740674,0.31797890278391794,0.9115395213138981,-5.168526590801795,Cutaneous Squamous Cell Carcinoma
MLL1/MLL2 (KMT2A/KMT2B),-0.012851934217837164,0.4921214235772354,-0.2388627932724178,0.8112578046405803,0.9837317914337957,-5.5763058399167305,Cutaneous Squamous Cell Carcinoma
MLL3/MLL4 (KMT2C/KMT2D),0.03244308087989884,0.3775775624299912,0.6816281808145539,0.4956218749718544,0.9793648203586621,-5.399662769297596,Cutaneous Squamous Cell Carcinoma
MOZ/MORF,-0.059452004798065373,0.1292105213351399,-1.534941172945135,0.1250944209775738,0.6723825127544593,-4.5808895209861955,Cutaneous Squamous Cell Carcinoma
MSL,-0.013876354541419408,0.3698017822041551,-0.3575710000184556,0.7207350251674616,0.9793648203586621,-5.545613930088401,Cutaneous Squamous Cell Carcinoma
Menin-MLL,-0.01855762565897609,0.532817426829269,-0.3166045454313911,0.7516055598101361,0.9793648203586621,-5.557586081527976,Cutaneous Squamous Cell Carcinoma
NSL,2.2058881522755665e-4,0.690279032429991,0.008198771255552042,0.9934599311451726,0.9934599311451726,-5.601011446720457,Cutaneous Squamous Cell Carcinoma
NURF,0.021148800315333977,0.430541240740741,0.46607836695805327,0.6412544506454713,0.9793648203586621,-5.50687516522022,Cutaneous Squamous Cell Carcinoma
NoRC,-0.02706608061673025,0.2806835276856367,-0.3729344540973792,0.7092712314815008,0.9793648203586621,-5.540749017576853,Cutaneous Squamous Cell Carcinoma
NuA4/TIP60,0.08659416633518544,0.7442379977416442,2.2803181360097833,0.02278519013113782,0.44048532368941146,-3.3529269903098644,Cutaneous Squamous Cell Carcinoma
NuRD (Mi-2/NuRD),-0.027526320129748663,0.23344356913279152,-1.1875691376934046,0.23526720054189407,0.7781915094847265,-4.99007536300224,Cutaneous Squamous Cell Carcinoma
PBAF,0.02962441169170055,0.3440632730803972,0.5432069456169036,0.5871006802528292,0.9793648203586621,-5.47313596038382,Cutaneous Squamous Cell Carcinoma
PCAF complex,-0.0677604155397732,0.4083963325654916,-1.3969098674530913,0.1627308666756943,0.7774919185616506,-4.755935124660632,Cutaneous Squamous Cell Carcinoma
PR-DUB,-0.11365281037039304,0.19108004058717235,-2.3675318354469765,0.018084622156721207,0.44048532368941146,-3.178194402271891,Cutaneous Squamous Cell Carcinoma
PRC1 (canonical and variant PCGF complexes),-0.019352608921544293,0.0774263117434509,-1.2853311946255868,0.1989551683039858,0.7781915094847265,-4.8854359810197385,Cutaneous Squamous Cell Carcinoma
PRC2,0.01615549915991303,0.2068612206504066,0.5166847454416817,0.605483195914525,0.9793648203586621,-5.485319286862772,Cutaneous Squamous Cell Carcinoma
Piccolo NuA4,0.14925499337057382,0.7310030581752486,2.163401945341843,0.03073153421088917,0.44048532368941146,-3.576991578411513,Cutaneous Squamous Cell Carcinoma
RSF,-0.022454615485673825,0.25863721200632345,-0.32479610898046296,0.7453989997050452,0.9793648203586621,-5.555308507900568,Cutaneous Squamous Cell Carcinoma
SAGA,-0.08165779795226387,0.3105263303613374,-1.535224744244359,0.1250248179116699,0.6723825127544593,-4.58051306717565,Cutaneous Squamous Cell Carcinoma
SET1C/COMPASS,0.06815284664574799,0.589783839656728,1.2637834691688563,0.20658353857650658,0.7781915094847265,-4.909207983578612,Cutaneous Squamous Cell Carcinoma
SETDB1-ATF7IP/KAP1,0.09439801647400693,0.2953410291228548,1.2120981420126984,0.22574290123877008,0.7781915094847265,-4.96459581872476,Cutaneous Squamous Cell Carcinoma
SRCAP,-0.027533914070225297,0.8039866308943082,-0.6651785719195552,0.5060799029984373,0.9793648203586621,-5.409262862423389,Cutaneous Squamous Cell Carcinoma
STAGA/TFTC,-0.005774995418597628,0.252413731020777,-0.1827084963449788,0.8550614179010465,0.9837317914337957,-5.586568429150684,Cutaneous Squamous Cell Carcinoma
SUV39H1/2-HP1,0.010172893312236931,0.10173277260252934,0.41909232176939154,0.6752329193979514,0.9793648203586621,-5.524902410064856,Cutaneous Squamous Cell Carcinoma
WICH / B-WICH,-0.044992611492065085,0.3771652369105695,-0.5023000107651246,0.6155600504361542,0.9793648203586621,-5.491672187549859,Cutaneous Squamous Cell Carcinoma
mSin3A/HDAC,-8.284626326228651e-4,0.30224111428184264,-0.02863952242249209,0.9771574401989088,0.9934599311451726,-5.600684994441274,Cutaneous Squamous Cell Carcinoma
ncBAF (non-canonical BAF / bBAF),0.00792025536759714,0.35936621971996374,0.1751807552506188,0.8609708118380347,0.9837317914337957,-5.58773637061816,Cutaneous Squamous Cell Carcinoma
Lineage,NA,NA,NA,NA,NA,NA,Diffuse Glioma
ACF,-0.06919431509893079,0.2940597214083108,-3.246214291700591,0.0012058545896318628,0.00493324576298194,-1.6148688135275124,Diffuse Glioma
ATAC,0.018974724718041416,0.2862401943992777,1.1804733181261158,0.23807486585832843,0.35300755972096975,-6.110158002854314,Diffuse Glioma
BAF (canonical/cBAF),-0.00994649759166693,0.28103164933152663,-0.9878083003255443,0.3234702409607174,0.43466313629096404,-6.3164490385402985,Diffuse Glioma
BCOR complex,-0.02314595319468398,0.07688398925835595,-3.207922103548103,0.0013767197478089133,0.00493324576298194,-1.7358492203971077,Diffuse Glioma
BRCA1-A,0.0582853969654224,0.23973389480036114,4.25199632398711,2.3041563584281242e-5,4.953936170620466e-4,2.063551381257568,Diffuse Glioma
CAF-1,-0.019405881584768258,0.9690249844625101,-3.081582329596517,0.0021117581920845883,0.0064861144471169505,-2.1250311548176297,Diffuse Glioma
CHRAC,-0.05395152529066826,0.26206692106594376,-3.1448380448025843,0.0017076779314264565,0.005648473157795202,-1.932098039409838,Diffuse Glioma
DAXX-ATRX,-0.005468855331200354,0.25018074947967495,-0.21252799740348083,0.8317356946622243,0.8960081949052561,-6.776282600800241,Diffuse Glioma
DNMT1-UHRF1,0.04408761416997642,0.7253934436802176,1.5657472126871674,0.11770404928350696,0.20245096476763197,-5.588046282384418,Diffuse Glioma
Elongator,0.030620244613804286,0.7476231388617897,1.343914625388543,0.17926142826698235,0.2752943362671515,-5.906496489131762,Diffuse Glioma
FACT,0.00445488585865282,0.9846571827461597,1.0639973388778978,0.28757035976945483,0.39888791838988896,-6.239244271378416,Diffuse Glioma
G9a/GLP,-0.03020890261773042,0.1813339326617885,-1.4920433925218297,0.13598309469265035,0.21656566932533203,-5.6992156468874935,Diffuse Glioma
HAT1 complex,-0.0389218084797009,0.5070069141011739,-3.86057040039249,1.19912285361595e-4,0.0017187427568495285,0.5178770561956485,Diffuse Glioma
HBO1,-0.008715135362313024,0.1272006936982836,-0.9421497430452528,0.3463289980636003,0.435945399406145,-6.359973746352713,Diffuse Glioma
HIRA,0.017290378554992738,0.42351438993766954,0.9440559797935884,0.3453545625936423,0.435945399406145,-6.3581976701370175,Diffuse Glioma
INO80,-0.004006430886019199,0.6562516235772355,-0.2723509719922015,0.7854048128892805,0.8887475514273437,-6.761943370344257,Diffuse Glioma
LSD1-CoREST,-0.040534945840899304,0.15410883043179746,-3.4144535561571674,6.631116226093221e-4,0.0037136784370920464,-1.0666557762653568,Diffuse Glioma
MLL1/MLL2 (KMT2A/KMT2B),-0.04902618073106318,0.4921214235772354,-3.222695876044278,0.0013083131524067046,0.00493324576298194,-1.6893424761964937,Diffuse Glioma
MLL3/MLL4 (KMT2C/KMT2D),-0.04839504294559096,0.3775775624299912,-3.59614816191619,3.3773235039870635e-4,0.0029044982134288745,-0.4441920344613717,Diffuse Glioma
MOZ/MORF,-0.012682727327505448,0.1292105213351399,-1.1581081974388396,0.24707876756345773,0.35414623350762275,-6.135981247156591,Diffuse Glioma
MSL,0.009388001803479401,0.3698017822041551,0.8556010613821932,0.39241036770423154,0.468712383646721,-6.436834680413407,Diffuse Glioma
Menin-MLL,-0.058146257771652596,0.532817426829269,-3.508550676210654,4.6931526136809024e-4,0.003363426039804647,-0.7482255516072067,Diffuse Glioma
NSL,0.001540707825876436,0.690279032429991,0.20253347721448692,0.8395382569097598,0.8960081949052561,-6.778333321843902,Diffuse Glioma
NURF,0.031330889575382014,0.430541240740741,2.442064799500296,0.014764879692395165,0.0373464603984113,-3.858668929898309,Diffuse Glioma
NoRC,-0.0556752695739272,0.2806835276856367,-2.713193165357304,0.006771011882926763,0.018197094435365678,-3.172010905509927,Diffuse Glioma
NuA4/TIP60,0.006292597747071116,0.7442379977416442,0.5860680215847944,0.5579536237830699,0.6484325898019461,-6.628836494360533,Diffuse Glioma
NuRD (Mi-2/NuRD),-0.011918853124595756,0.23344356913279152,-1.8186807211262237,0.06924007031333962,0.129448827107548,-5.166002739992697,Diffuse Glioma
PBAF,-0.030153240992600347,0.3440632730803972,-1.955513539808118,0.050782961987118354,0.10398416025933757,-4.911555429004655,Diffuse Glioma
PCAF complex,-0.06574779611414618,0.4083963325654916,-4.79385366654616,1.8676052031295336e-6,8.030702373456995e-5,4.440462081280634,Diffuse Glioma
PR-DUB,0.02268376139381164,0.19108004058717235,1.671252105379713,0.09496485888400831,0.17014537216718156,-5.419629180355813,Diffuse Glioma
PRC1 (canonical and variant PCGF complexes),-0.008020961395608216,0.0774263117434509,-1.884140141486094,0.05981739705024912,0.1169158215073051,-5.046564047703645,Diffuse Glioma
PRC2,-0.02868515916780934,0.2068612206504066,-3.2446941919640966,0.0012122373426023767,0.00493324576298194,-1.6196936823191104,Diffuse Glioma
Piccolo NuA4,0.0035821163248845648,0.7310030581752486,0.18363661556002606,0.8543333951422208,0.8960081949052561,-6.781940781489674,Diffuse Glioma
RSF,-0.05947942010923958,0.25863721200632345,-3.0428683973495394,0.0024006256766623585,0.006881793606432094,-2.2412172798147765,Diffuse Glioma
SAGA,-0.05476130148919291,0.3105263303613374,-3.641323864473293,2.8424770224527756e-4,0.0029044982134288745,-0.28453690503572293,Diffuse Glioma
SET1C/COMPASS,-0.051889308929655924,0.589783839656728,-3.4031242473824395,6.909169185287528e-4,0.0037136784370920464,-1.1044238820476506,Diffuse Glioma
SETDB1-ATF7IP/KAP1,-0.0524147654946636,0.2953410291228548,-2.3803444824659437,0.017471122373094086,0.041736570113502534,-4.00500595239701,Diffuse Glioma
SRCAP,-0.010833361009421344,0.8039866308943082,-0.9256456450261279,0.3548392785863971,0.435945399406145,-6.375200586868328,Diffuse Glioma
STAGA/TFTC,0.0013251771255453012,0.252413731020777,0.14828331241584608,0.8821471701355776,0.9031506741864247,-6.7877417577081065,Diffuse Glioma
SUV39H1/2-HP1,8.301551197258014e-4,0.10173277260252934,0.1209583109236449,0.90374680347827,0.90374680347827,-6.791378762065111,Diffuse Glioma
WICH / B-WICH,-0.03886432222019967,0.3771652369105695,-1.5345616226633003,0.12518772499137876,0.20704123748574177,-5.635735464913261,Diffuse Glioma
mSin3A/HDAC,-0.016315095623347854,0.30224111428184264,-1.99477409370244,0.0463212712695914,0.09959073322962152,-4.83516594928374,Diffuse Glioma
ncBAF (non-canonical BAF / bBAF),-0.02639323682340253,0.35936621971996374,-2.064672214618018,0.03919500734532843,0.08870449030784855,-4.695436800597205,Diffuse Glioma
Lineage,NA,NA,NA,NA,NA,NA,Embryonal Tumor
ACF,0.02139283161587509,0.2940597214083108,0.4865435193322381,0.6266816851969751,0.8522360398497373,-5.981466707849631,Embryonal Tumor
ATAC,0.0994304891234003,0.2862401943992777,2.9987959529705313,0.0027732714546862456,0.05962533627575428,-1.8367793210382626,Embryonal Tumor
BAF (canonical/cBAF),-0.021492755874044082,0.28103164933152663,-1.0347638403720352,0.3010134190069618,0.8522360398497373,-5.585152056395667,Embryonal Tumor
BCOR complex,0.008170543036027132,0.07688398925835595,0.5489670955941731,0.5831427571708949,0.8522360398497373,-5.950738653600188,Embryonal Tumor
BRCA1-A,-0.04650893384873073,0.23973389480036114,-1.6448115790491096,0.10030295596331294,0.6420730920562929,-4.809313123115711,Embryonal Tumor
CAF-1,0.005735553207398805,0.9690249844625101,0.44153217841363274,0.6589171310843149,0.8522360398497373,-6.001325858714443,Embryonal Tumor
CHRAC,0.03276851740531241,0.26206692106594376,0.9259723074726637,0.35466956511557646,0.8522360398497373,-5.686484783984836,Embryonal Tumor
DAXX-ATRX,-0.07912262197029354,0.25018074947967495,-1.4906203102304811,0.13635648933306146,0.7329161301652054,-5.038639250740052,Embryonal Tumor
DNMT1-UHRF1,-0.05655355561071738,0.7253934436802176,-0.9736696068820034,0.3304410918414954,0.8522360398497373,-5.643439324283811,Embryonal Tumor
Elongator,0.015632973135961837,0.7476231388617897,0.3326222177941156,0.7394847478905477,0.8522360398497373,-6.041410392806219,Embryonal Tumor
FACT,0.008659106346457376,0.9846571827461597,1.0025907256632844,0.3162854248046549,0.8522360398497373,-5.616288140347045,Embryonal Tumor
G9a/GLP,0.02337863675930846,0.1813339326617885,0.5597735023655935,0.5757513224938093,0.8522360398497373,-5.945043189816207,Embryonal Tumor
HAT1 complex,-0.018698559586536875,0.5070069141011739,-0.8991109084676079,0.36879622306218063,0.8522360398497373,-5.709776613910651,Embryonal Tumor
HBO1,-0.006345825061110699,0.1272006936982836,-0.33256806341942796,0.7395256053871011,0.8522360398497373,-6.041427530298077,Embryonal Tumor
HIRA,-0.011623406853595435,0.42351438993766954,-0.3076616282991049,0.7583998084382131,0.8522360398497373,-6.0490089412670756,Embryonal Tumor
INO80,0.02977940802844313,0.6562516235772355,0.9813727249667006,0.3266312324773937,0.8522360398497373,-5.636285109100997,Embryonal Tumor
LSD1-CoREST,0.002253355262089389,0.15410883043179746,0.09201697016606739,0.9267018134171232,0.948766142308007,-6.089989196814447,Embryonal Tumor
MLL1/MLL2 (KMT2A/KMT2B),0.009055853099236058,0.4921214235772354,0.28858069783653606,0.7729582687009244,0.8522360398497373,-6.0544181214205794,Embryonal Tumor
MLL3/MLL4 (KMT2C/KMT2D),0.016859803123801177,0.3775775624299912,0.6073455373012393,0.5437507312470324,0.8522360398497373,-5.918651430124798,Embryonal Tumor
MOZ/MORF,-0.0035422703102605214,0.1292105213351399,-0.15680677692657444,0.8754267653834251,0.9181305100362752,-6.082323732834962,Embryonal Tumor
MSL,-0.009530747712151106,0.3698017822041551,-0.421086940679765,0.6737763131144889,0.8522360398497373,-6.009710383447842,Embryonal Tumor
Menin-MLL,0.02754201824346266,0.532817426829269,0.8056536796114849,0.4206219059293984,0.8522360398497373,-5.785479623177028,Embryonal Tumor
NSL,0.015089148815227337,0.690279032429991,0.9615855337373498,0.33647545090630104,0.8522360398497373,-5.654548988668466,Embryonal Tumor
NURF,-0.03478479392856854,0.430541240740741,-1.3143787873876505,0.189000976505743,0.8522360398497373,-5.273248792320045,Embryonal Tumor
NoRC,0.03755200052473313,0.2806835276856367,0.8871521575455337,0.3751967228933133,0.8522360398497373,-5.719925917057226,Embryonal Tumor
NuA4/TIP60,0.016695724383965563,0.7442379977416442,0.7538240172182327,0.4511210395865124,0.8522360398497373,-5.823889693761133,Embryonal Tumor
NuRD (Mi-2/NuRD),-0.006927673495602279,0.23344356913279152,-0.512455377691732,0.6084382823075793,0.8522360398497373,-5.969161094824747,Embryonal Tumor
PBAF,-0.06804635338147007,0.3440632730803972,-2.1393327209421686,0.03263493652240217,0.35082556761582334,-3.922672291450605,Embryonal Tumor
PCAF complex,-0.008484589003187699,0.4083963325654916,-0.29990315314371396,0.7643093899207776,0.8522360398497373,-6.051250120746325,Embryonal Tumor
PR-DUB,-0.024068865911856547,0.19108004058717235,-0.8596648573297931,0.39016673723638706,0.8522360398497373,-5.742739889597667,Embryonal Tumor
PRC1 (canonical and variant PCGF complexes),0.017979726200406915,0.0774263117434509,2.0474650586443848,0.040856628966958464,0.3513670091158428,-4.104777457455135,Embryonal Tumor
PRC2,0.06006282911113252,0.2068612206504066,3.2935854920971614,0.0010216297842451333,0.04393008072254073,-0.963284986524167,Embryonal Tumor
Piccolo NuA4,-0.01747589638552416,0.7310030581752486,-0.4343158762894401,0.6641468077672019,0.8522360398497373,-6.0043305932659266,Embryonal Tumor
RSF,0.016754333792374947,0.25863721200632345,0.41551839657490164,0.6778459211428287,0.8522360398497373,-6.011925174384959,Embryonal Tumor
SAGA,0.01967480370627278,0.3105263303613374,0.6342238989382752,0.5260705347803842,0.8522360398497373,-5.902789490202379,Embryonal Tumor
SET1C/COMPASS,-0.00514232993961808,0.589783839656728,-0.16349576426502882,0.8701590413877931,0.9181305100362752,-6.081305006545205,Embryonal Tumor
SETDB1-ATF7IP/KAP1,-0.025323689535749098,0.2953410291228548,-0.5575191569919603,0.5772896070745188,0.8522360398497373,-5.946240485037699,Embryonal Tumor
SRCAP,0.05302397763709125,0.8039866308943082,2.196344692394585,0.028281649737996874,0.35082556761582334,-3.8056772342780274,Embryonal Tumor
STAGA/TFTC,0.014332277166768204,0.252413731020777,0.7774638333399478,0.43705730797412234,0.8522360398497373,-5.8066869669159065,Embryonal Tumor
SUV39H1/2-HP1,-0.023001042502397182,0.10173277260252934,-1.6246904677213514,0.10452352661381512,0.6420730920562929,-4.840512043550487,Embryonal Tumor
WICH / B-WICH,0.041946803717690974,0.3771652369105695,0.8029319830750001,0.42219270041552537,0.8522360398497373,-5.787560061592996,Embryonal Tumor
mSin3A/HDAC,-0.006579109461891318,0.30224111428184264,-0.3899580202374776,0.6966453285480255,0.8522360398497373,-6.021713275923775,Embryonal Tumor
ncBAF (non-canonical BAF / bBAF),8.902072700360058e-4,0.35936621971996374,0.033759518533000736,0.9730752253939337,0.9730752253939337,-6.093473339851487,Embryonal Tumor
Lineage,NA,NA,NA,NA,NA,NA,Endometrial Carcinoma
ACF,-0.07439509372071035,0.2940597214083108,-2.2821166689029937,0.022678453965622365,0.06207110464179535,-3.854847680507127,Endometrial Carcinoma
ATAC,-0.013523661096111916,0.2862401943992777,-0.5501254636006665,0.5823483561551097,0.7151815636976261,-6.234661296468644,Endometrial Carcinoma
BAF (canonical/cBAF),-0.031355161239897684,0.28103164933152663,-2.036096255168885,0.04198700401242315,0.08206550784246343,-4.369294391196664,Endometrial Carcinoma
BCOR complex,-0.01470261280787529,0.07688398925835595,-1.3323859398500608,0.18301755773206824,0.2623251660826311,-5.519059378184771,Endometrial Carcinoma
BRCA1-A,0.07039561750492788,0.23973389480036114,3.3578827080564557,8.131279413677281e-4,0.01165483382627077,-0.9267743897820653,Endometrial Carcinoma
CAF-1,-0.03091194874382065,0.9690249844625101,-3.2096195760217956,0.0013686942616323466,0.012474774528226925,-1.3955419301689753,Endometrial Carcinoma
CHRAC,-0.08279687022883378,0.26206692106594376,-3.155696697379603,0.0016459379541147957,0.012474774528226925,-1.5608925958378146,Endometrial Carcinoma
DAXX-ATRX,-0.04214349593614711,0.25018074947967495,-1.0708707374951332,0.2844695023819675,0.3822558938257688,-5.824342834646358,Endometrial Carcinoma
DNMT1-UHRF1,-0.022666269279010203,0.7253934436802176,-0.5263466598603895,0.5987566579794079,0.7151815636976261,-6.247108970512684,Endometrial Carcinoma
Elongator,-0.07927834535184328,0.7476231388617897,-2.2751203714079073,0.02309622498299362,0.06207110464179535,-3.870279635095276,Endometrial Carcinoma
FACT,-0.001285365360860006,0.9846571827461597,-0.2007323319791228,0.8409460884827945,0.8819678488965894,-6.362251393670443,Endometrial Carcinoma
G9a/GLP,-0.05526826172752084,0.1813339326617885,-1.7848802644385924,0.07456449994225152,0.1145097677684577,-4.834568248303205,Endometrial Carcinoma
HAT1 complex,-0.054538173928000484,0.5070069141011739,-3.5370877589580285,4.2193271282544805e-4,0.009071553325747134,-0.33253970506341624,Endometrial Carcinoma
HBO1,-0.04010727181233021,0.1272006936982836,-2.8350171851827497,0.004668723410408082,0.01852652133108673,-2.4873360435444747,Endometrial Carcinoma
HIRA,-0.060779282173107414,0.42351438993766954,-2.1698793643355723,0.030235897580583718,0.06842861031395263,-4.09675019874377,Endometrial Carcinoma
INO80,-0.06367315489838626,0.6562516235772355,-2.830182366231939,0.004739342666091955,0.01852652133108673,-2.5005597958179338,Endometrial Carcinoma
LSD1-CoREST,-0.01637880226961794,0.15410883043179746,-0.902112145812297,0.3672007033458494,0.47847364375368256,-5.986149402615659,Endometrial Carcinoma
MLL1/MLL2 (KMT2A/KMT2B),0.006736756026064983,0.4921214235772354,0.2895535263462257,0.7722140276640653,0.8301300797388702,-6.341069894988431,Endometrial Carcinoma
MLL3/MLL4 (KMT2C/KMT2D),0.008047201831118232,0.3775775624299912,0.3909924472219454,0.6958808049870664,0.787444068801154,-6.307493877405373,Endometrial Carcinoma
MOZ/MORF,-0.03424182440050442,0.1292105213351399,-2.044467228406951,0.041152179775425346,0.08206550784246343,-4.352745334316266,Endometrial Carcinoma
MSL,-0.04892846137068769,0.3698017822041551,-2.915724503552433,0.0036227727744816826,0.01852652133108673,-2.263356886205268,Endometrial Carcinoma
Menin-MLL,-7.932105370251526e-4,0.532817426829269,-0.03129545258862929,0.9750397643692024,0.9750397643692024,-6.381374383331462,Endometrial Carcinoma
NSL,0.014196819059129989,0.690279032429991,1.2202655625545233,0.2226335338612034,0.3088142566461854,-5.658058122807762,Endometrial Carcinoma
NURF,-0.06069492356271492,0.430541240740741,-3.093311128099528,0.0020307772487811273,0.012474774528226925,-1.748758541214161,Endometrial Carcinoma
NoRC,-0.05709086898014489,0.2806835276856367,-1.8191638479652452,0.06916635880587294,0.11015383069083468,-4.774653024187854,Endometrial Carcinoma
NuA4/TIP60,-0.034944286347741445,0.7442379977416442,-2.128045980529894,0.03356173792527562,0.07215773653934258,-4.183820449833754,Endometrial Carcinoma
NuRD (Mi-2/NuRD),-0.03554362593462685,0.23344356913279152,-3.5462594180297184,4.0768044242254695e-4,0.009071553325747134,-0.30131427198467264,Endometrial Carcinoma
PBAF,0.008036962447798139,0.3440632730803972,0.3408046762209937,0.733317660364386,0.8085297280940666,-6.325356653216665,Endometrial Carcinoma
PCAF complex,-0.047751784125139064,0.4083963325654916,-2.2765644679361485,0.023009449397242785,0.06207110464179535,-3.8670981878709063,Endometrial Carcinoma
PR-DUB,0.06509292557107042,0.19108004058717235,3.1357935722918473,0.001760723541456576,0.012474774528226925,-1.6212280830437873,Endometrial Carcinoma
PRC1 (canonical and variant PCGF complexes),-0.003997293238617491,0.0774263117434509,-0.6139592721467176,0.5393729651794561,0.6821481618446062,-6.198527839619757,Endometrial Carcinoma
PRC2,-0.027238467596184538,0.2068612206504066,-2.0145866691426146,0.04419820437206159,0.08263142556515862,-4.411509163776997,Endometrial Carcinoma
Piccolo NuA4,-0.06560938297088997,0.7310030581752486,-2.1992384812803967,0.028074727541296855,0.06842861031395263,-4.034640070510729,Endometrial Carcinoma
RSF,-0.06502409490518594,0.25863721200632345,-2.1750915299645377,0.029842084135009328,0.06842861031395263,-4.0857840851159235,Endometrial Carcinoma
SAGA,-0.06118705700104449,0.3105263303613374,-2.6603078036110817,0.00792391039591763,0.028394012252038175,-2.950975113456681,Endometrial Carcinoma
SET1C/COMPASS,-0.042435737012788445,0.589783839656728,-1.819778146670089,0.0690726463423206,0.11015383069083468,-4.773569123742649,Endometrial Carcinoma
SETDB1-ATF7IP/KAP1,-0.07681995043574917,0.2953410291228548,-2.2811138715197634,0.022737927496231686,0.06207110464179535,-3.857062462434467,Endometrial Carcinoma
SRCAP,-0.0023682004116889763,0.8039866308943082,-0.13230820459249937,0.8947654406717047,0.9160693797353167,-6.373335755545877,Endometrial Carcinoma
STAGA/TFTC,-0.02234708234542683,0.252413731020777,-1.6350308632194974,0.10233719706576734,0.15174136116648262,-5.083146493208054,Endometrial Carcinoma
SUV39H1/2-HP1,0.004348151826871119,0.10173277260252934,0.4142551732632864,0.6787704060512046,0.787444068801154,-6.298383465087457,Endometrial Carcinoma
WICH / B-WICH,-0.07332841762865049,0.3771652369105695,-1.8931818206340307,0.058603832852560524,0.1007985925064041,-4.641434854539103,Endometrial Carcinoma
