Marker,thr_scaled,thr_ln,experiment,created
CXXC1,1200.3997116778953,7.090409873377825,exp1,2026-01-28 14:11:53
Ki67,210.03610613452946,5.347279449912467,exp1,2026-01-28 14:11:53
H3K4me3,1140.5093047134956,7.039230200142277,exp1,2026-01-28 14:11:53
